area,item,year,value
Bangladesh,Bovine Meat,2019,1.23
Bangladesh,Bovine Meat,2020,1.26
Bangladesh,Bovine Meat,2021,1.29
Bangladesh,Bovine Meat,2022,1.28
Bangladesh,Bovine Meat,2023,1.22
Bangladesh,Mutton & Goat Meat,2010,1.23
Bangladesh,Mutton & Goat Meat,2011,1.27
Bangladesh,Mutton & Goat Meat,2012,1.31
Bangladesh,Mutton & Goat Meat,2013,1.34
Bangladesh,Mutton & Goat Meat,2014,1.38
Bangladesh,Mutton & Goat Meat,2015,1.42
Bangladesh,Mutton & Goat Meat,2016,1.46
Bangladesh,Mutton & Goat Meat,2017,1.4
Bangladesh,Mutton & Goat Meat,2018,1.39
Bangladesh,Mutton & Goat Meat,2019,1.41
Bangladesh,Mutton & Goat Meat,2020,1.39
Bangladesh,Mutton & Goat Meat,2021,1.33
Bangladesh,Mutton & Goat Meat,2022,1.42
Bangladesh,Mutton & Goat Meat,2023,1.45
Bangladesh,Pigmeat,2010,0
Bangladesh,Pigmeat,2011,0
Bangladesh,Pigmeat,2012,0
Bangladesh,Pigmeat,2013,0
Bangladesh,Pigmeat,2014,0
Bangladesh,Pigmeat,2015,0
Bangladesh,Pigmeat,2016,0
Bangladesh,Pigmeat,2017,0
Bangladesh,Pigmeat,2018,0
Bangladesh,Pigmeat,2019,0
Bangladesh,Pigmeat,2020,0
Bangladesh,Pigmeat,2021,0
Bangladesh,Pigmeat,2022,0
Bangladesh,Pigmeat,2023,0.01
Bhutan,Bovine Meat,2019,9.19
Bhutan,Bovine Meat,2020,3.3
Bhutan,Bovine Meat,2021,5.96
Bhutan,Bovine Meat,2022,7.48
Bhutan,Bovine Meat,2023,6.85
Bhutan,Mutton & Goat Meat,2019,0.3
Bhutan,Mutton & Goat Meat,2020,0.61
Bhutan,Mutton & Goat Meat,2021,0.24
Bhutan,Mutton & Goat Meat,2022,0.25
Bhutan,Mutton & Goat Meat,2023,0.32
Bhutan,Pigmeat,2019,2.47
Bhutan,Pigmeat,2020,1.94
Bhutan,Pigmeat,2021,3.55
Bhutan,Pigmeat,2022,3.34
Bhutan,Pigmeat,2023,2.15
Cambodia,Bovine Meat,2010,5
Cambodia,Bovine Meat,2011,4.94
Cambodia,Bovine Meat,2012,4.61
Cambodia,Bovine Meat,2013,3.9
Cambodia,Bovine Meat,2014,3.94
Cambodia,Bovine Meat,2015,3.8
Cambodia,Bovine Meat,2016,3.77
Cambodia,Bovine Meat,2017,3.99
Cambodia,Bovine Meat,2018,4.33
Cambodia,Bovine Meat,2019,3.57
Cambodia,Bovine Meat,2020,3.54
Cambodia,Bovine Meat,2021,4.15
Cambodia,Bovine Meat,2022,4.19
Cambodia,Bovine Meat,2023,5.69
Cambodia,Mutton & Goat Meat,2010,0
Cambodia,Mutton & Goat Meat,2011,0
Cambodia,Mutton & Goat Meat,2012,0
Cambodia,Mutton & Goat Meat,2013,0
Cambodia,Mutton & Goat Meat,2014,0
Cambodia,Mutton & Goat Meat,2015,0.01
Cambodia,Mutton & Goat Meat,2016,0.01
Cambodia,Mutton & Goat Meat,2017,0.01
Cambodia,Mutton & Goat Meat,2018,0.01
Cambodia,Mutton & Goat Meat,2019,0
Cambodia,Mutton & Goat Meat,2020,0
Cambodia,Mutton & Goat Meat,2021,0.01
Cambodia,Mutton & Goat Meat,2022,0.01
Cambodia,Mutton & Goat Meat,2023,0.01
Cambodia,Pigmeat,2010,7.22
Cambodia,Pigmeat,2011,7.46
Cambodia,Pigmeat,2012,6.58
Cambodia,Pigmeat,2013,6.76
Cambodia,Pigmeat,2014,7.3
Cambodia,Pigmeat,2015,7.12
Cambodia,Pigmeat,2016,7.11
Cambodia,Pigmeat,2017,7.02
Cambodia,Pigmeat,2018,6.82
Cambodia,Pigmeat,2019,5.67
Cambodia,Pigmeat,2020,6.41
Cambodia,Pigmeat,2021,6.12
Cambodia,Pigmeat,2022,6.11
Cambodia,Pigmeat,2023,6.47
"China, Hong Kong SAR",Bovine Meat,2010,19.75
"China, Hong Kong SAR",Bovine Meat,2011,17.87
"China, Hong Kong SAR",Bovine Meat,2012,28.33
"China, Hong Kong SAR",Bovine Meat,2013,24.19
"China, Hong Kong SAR",Bovine Meat,2014,32.18
"China, Hong Kong SAR",Bovine Meat,2015,29.82
"China, Hong Kong SAR",Bovine Meat,2016,31.99
"China, Hong Kong SAR",Bovine Meat,2017,33.28
"China, Hong Kong SAR",Bovine Meat,2018,35.24
"China, Hong Kong SAR",Bovine Meat,2019,33.79
"China, Hong Kong SAR",Bovine Meat,2020,32.28
"China, Hong Kong SAR",Bovine Meat,2021,32.45
"China, Hong Kong SAR",Bovine Meat,2022,18.9
"China, Hong Kong SAR",Bovine Meat,2023,17.46
"China, Hong Kong SAR",Mutton & Goat Meat,2010,1.97
"China, Hong Kong SAR",Mutton & Goat Meat,2011,2.22
"China, Hong Kong SAR",Mutton & Goat Meat,2012,1.63
"China, Hong Kong SAR",Mutton & Goat Meat,2013,1.41
"China, Hong Kong SAR",Mutton & Goat Meat,2014,1.81
"China, Hong Kong SAR",Mutton & Goat Meat,2015,1.42
"China, Hong Kong SAR",Mutton & Goat Meat,2016,0.68
"China, Hong Kong SAR",Mutton & Goat Meat,2017,1.19
"China, Hong Kong SAR",Mutton & Goat Meat,2018,0.98
"China, Hong Kong SAR",Mutton & Goat Meat,2019,0.91
"China, Hong Kong SAR",Mutton & Goat Meat,2020,1.19
"China, Hong Kong SAR",Mutton & Goat Meat,2021,1.33
"China, Hong Kong SAR",Mutton & Goat Meat,2022,0.49
"China, Hong Kong SAR",Mutton & Goat Meat,2023,0.45
"China, Hong Kong SAR",Pigmeat,2010,53.62
"China, Hong Kong SAR",Pigmeat,2011,55.25
"China, Hong Kong SAR",Pigmeat,2012,56.74
"China, Hong Kong SAR",Pigmeat,2013,56.37
"China, Hong Kong SAR",Pigmeat,2014,50.65
"China, Hong Kong SAR",Pigmeat,2015,55.47
"China, Hong Kong SAR",Pigmeat,2016,58.77
"China, Hong Kong SAR",Pigmeat,2017,59.27
"China, Hong Kong SAR",Pigmeat,2018,56.35
"China, Hong Kong SAR",Pigmeat,2019,51.67
"China, Hong Kong SAR",Pigmeat,2020,55.74
"China, Hong Kong SAR",Pigmeat,2021,52.14
"China, Hong Kong SAR",Pigmeat,2022,49.82
"China, Hong Kong SAR",Pigmeat,2023,46.02
"China, Macao SAR",Bovine Meat,2010,9.35
"China, Macao SAR",Bovine Meat,2011,10.03
"China, Macao SAR",Bovine Meat,2012,10.8
"China, Macao SAR",Bovine Meat,2013,10.89
"China, Macao SAR",Bovine Meat,2014,12.97
"China, Macao SAR",Bovine Meat,2015,12.25
"China, Macao SAR",Bovine Meat,2016,13.29
"China, Macao SAR",Bovine Meat,2017,15.38
"China, Macao SAR",Bovine Meat,2018,16.24
"China, Macao SAR",Bovine Meat,2019,12.07
"China, Macao SAR",Bovine Meat,2020,11.55
"China, Macao SAR",Bovine Meat,2021,13.38
"China, Macao SAR",Bovine Meat,2022,12.4
"China, Macao SAR",Bovine Meat,2023,18.39
"China, Macao SAR",Mutton & Goat Meat,2010,0.85
"China, Macao SAR",Mutton & Goat Meat,2011,0.82
"China, Macao SAR",Mutton & Goat Meat,2012,0.72
"China, Macao SAR",Mutton & Goat Meat,2013,0.72
"China, Macao SAR",Mutton & Goat Meat,2014,0.75
"China, Macao SAR",Mutton & Goat Meat,2015,0.68
"China, Macao SAR",Mutton & Goat Meat,2016,0.58
"China, Macao SAR",Mutton & Goat Meat,2017,0.68
"China, Macao SAR",Mutton & Goat Meat,2018,0.7
"China, Macao SAR",Mutton & Goat Meat,2019,0.68
"China, Macao SAR",Mutton & Goat Meat,2020,0.69
"China, Macao SAR",Mutton & Goat Meat,2021,1.09
"China, Macao SAR",Mutton & Goat Meat,2022,0.57
"China, Macao SAR",Mutton & Goat Meat,2023,0.81
"China, Macao SAR",Pigmeat,2010,54.75
"China, Macao SAR",Pigmeat,2011,57.42
"China, Macao SAR",Pigmeat,2012,62.03
"China, Macao SAR",Pigmeat,2013,61.2
"China, Macao SAR",Pigmeat,2014,64.93
"China, Macao SAR",Pigmeat,2015,64.52
"China, Macao SAR",Pigmeat,2016,66.7
"China, Macao SAR",Pigmeat,2017,66.94
"China, Macao SAR",Pigmeat,2018,65.05
"China, Macao SAR",Pigmeat,2019,60.09
"China, Macao SAR",Pigmeat,2020,55.49
"China, Macao SAR",Pigmeat,2021,52.46
"China, Macao SAR",Pigmeat,2022,48.48
"China, Macao SAR",Pigmeat,2023,57.71
"China, mainland",Bovine Meat,2010,4.66
"China, mainland",Bovine Meat,2011,4.49
"China, mainland",Bovine Meat,2012,4.52
"China, mainland",Bovine Meat,2013,4.69
"China, mainland",Bovine Meat,2014,4.69
"China, mainland",Bovine Meat,2015,4.85
"China, mainland",Bovine Meat,2016,4.93
"China, mainland",Bovine Meat,2017,5.12
"China, mainland",Bovine Meat,2018,5.53
"China, mainland",Bovine Meat,2019,6.25
"China, mainland",Bovine Meat,2020,7.2
"China, mainland",Bovine Meat,2021,7.54
"China, mainland",Bovine Meat,2022,7.59
"China, mainland",Bovine Meat,2023,7.89
"China, mainland",Mutton & Goat Meat,2010,2.71
"China, mainland",Mutton & Goat Meat,2011,2.83
"China, mainland",Mutton & Goat Meat,2012,2.99
"China, mainland",Mutton & Goat Meat,2013,3.17
"China, mainland",Mutton & Goat Meat,2014,3.24
"China, mainland",Mutton & Goat Meat,2015,3.24
"China, mainland",Mutton & Goat Meat,2016,3.36
"China, mainland",Mutton & Goat Meat,2017,3.43
"China, mainland",Mutton & Goat Meat,2018,3.5
"China, mainland",Mutton & Goat Meat,2019,3.59
"China, mainland",Mutton & Goat Meat,2020,3.63
"China, mainland",Mutton & Goat Meat,2021,3.86
"China, mainland",Mutton & Goat Meat,2022,3.9
"China, mainland",Mutton & Goat Meat,2023,4.02
"China, mainland",Pigmeat,2010,37.57
"China, mainland",Pigmeat,2011,36.03
"China, mainland",Pigmeat,2012,36.48
"China, mainland",Pigmeat,2013,37.01
"China, mainland",Pigmeat,2014,38.96
"China, mainland",Pigmeat,2015,39.48
"China, mainland",Pigmeat,2016,39.85
"China, mainland",Pigmeat,2017,39.45
"China, mainland",Pigmeat,2018,38.19
"China, mainland",Pigmeat,2019,36.97
"China, mainland",Pigmeat,2020,30.06
"China, mainland",Pigmeat,2021,36.42
"China, mainland",Pigmeat,2022,40.19
"China, mainland",Pigmeat,2023,42.16
"China, Taiwan Province of",Bovine Meat,2010,5.83
"China, Taiwan Province of",Bovine Meat,2011,5.77
"China, Taiwan Province of",Bovine Meat,2012,5.15
"China, Taiwan Province of",Bovine Meat,2013,5.81
"China, Taiwan Province of",Bovine Meat,2014,6.07
"China, Taiwan Province of",Bovine Meat,2015,5.93
"China, Taiwan Province of",Bovine Meat,2016,6.75
"China, Taiwan Province of",Bovine Meat,2017,6.94
"China, Taiwan Province of",Bovine Meat,2018,7.58
"China, Taiwan Province of",Bovine Meat,2019,8.04
"China, Taiwan Province of",Bovine Meat,2020,8.49
"China, Taiwan Province of",Bovine Meat,2021,8.26
"China, Taiwan Province of",Bovine Meat,2022,8.79
"China, Taiwan Province of",Bovine Meat,2023,9.02
"China, Taiwan Province of",Mutton & Goat Meat,2010,0.94
"China, Taiwan Province of",Mutton & Goat Meat,2011,0.93
"China, Taiwan Province of",Mutton & Goat Meat,2012,0.93
"China, Taiwan Province of",Mutton & Goat Meat,2013,0.94
"China, Taiwan Province of",Mutton & Goat Meat,2014,0.96
"China, Taiwan Province of",Mutton & Goat Meat,2015,0.96
"China, Taiwan Province of",Mutton & Goat Meat,2016,0.95
"China, Taiwan Province of",Mutton & Goat Meat,2017,0.93
"China, Taiwan Province of",Mutton & Goat Meat,2018,0.89
"China, Taiwan Province of",Mutton & Goat Meat,2019,0.83
"China, Taiwan Province of",Mutton & Goat Meat,2020,4.64
"China, Taiwan Province of",Mutton & Goat Meat,2021,0.81
"China, Taiwan Province of",Mutton & Goat Meat,2022,0.84
"China, Taiwan Province of",Mutton & Goat Meat,2023,1.03
"China, Taiwan Province of",Pigmeat,2010,38.58
"China, Taiwan Province of",Pigmeat,2011,39.21
"China, Taiwan Province of",Pigmeat,2012,38.69
"China, Taiwan Province of",Pigmeat,2013,38.06
"China, Taiwan Province of",Pigmeat,2014,37.48
"China, Taiwan Province of",Pigmeat,2015,39.51
"China, Taiwan Province of",Pigmeat,2016,37.9
"China, Taiwan Province of",Pigmeat,2017,38.54
"China, Taiwan Province of",Pigmeat,2018,39.27
"China, Taiwan Province of",Pigmeat,2019,38.86
"China, Taiwan Province of",Pigmeat,2020,38.6
"China, Taiwan Province of",Pigmeat,2021,38.19
"China, Taiwan Province of",Pigmeat,2022,38.95
"China, Taiwan Province of",Pigmeat,2023,39.05
Cyprus,Bovine Meat,2010,6.71
Cyprus,Bovine Meat,2011,6.79
Cyprus,Bovine Meat,2012,6.63
Cyprus,Bovine Meat,2013,6.24
Cyprus,Bovine Meat,2014,6.44
Cyprus,Bovine Meat,2015,6.21
Cyprus,Bovine Meat,2016,6.73
Cyprus,Bovine Meat,2017,7.07
Cyprus,Bovine Meat,2018,7.4
Cyprus,Bovine Meat,2019,7.48
Cyprus,Bovine Meat,2020,6.26
Cyprus,Bovine Meat,2021,6.54
Cyprus,Bovine Meat,2022,7.67
Cyprus,Bovine Meat,2023,8.69
Cyprus,Mutton & Goat Meat,2010,5.03
Cyprus,Mutton & Goat Meat,2011,4.99
Cyprus,Mutton & Goat Meat,2012,4.88
Cyprus,Mutton & Goat Meat,2013,4.75
Cyprus,Mutton & Goat Meat,2014,5.02
Cyprus,Mutton & Goat Meat,2015,4.59
Cyprus,Mutton & Goat Meat,2016,4.44
Cyprus,Mutton & Goat Meat,2017,4.54
Cyprus,Mutton & Goat Meat,2018,4.63
Cyprus,Mutton & Goat Meat,2019,4.75
Cyprus,Mutton & Goat Meat,2020,3.89
Cyprus,Mutton & Goat Meat,2021,3.74
Cyprus,Mutton & Goat Meat,2022,3.97
Cyprus,Mutton & Goat Meat,2023,3.71
Cyprus,Pigmeat,2010,40.53
Cyprus,Pigmeat,2011,40.75
Cyprus,Pigmeat,2012,41.1
Cyprus,Pigmeat,2013,39.27
Cyprus,Pigmeat,2014,36.7
Cyprus,Pigmeat,2015,35.74
Cyprus,Pigmeat,2016,35.94
Cyprus,Pigmeat,2017,37
Cyprus,Pigmeat,2018,36.37
Cyprus,Pigmeat,2019,37.49
Cyprus,Pigmeat,2020,35.34
Cyprus,Pigmeat,2021,35.51
Cyprus,Pigmeat,2022,32.36
Cyprus,Pigmeat,2023,33.41
Democratic People's Republic of Korea,Bovine Meat,2010,0.88
Democratic People's Republic of Korea,Bovine Meat,2011,0.88
Democratic People's Republic of Korea,Bovine Meat,2012,0.89
Democratic People's Republic of Korea,Bovine Meat,2013,0.89
Democratic People's Republic of Korea,Bovine Meat,2014,0.92
Democratic People's Republic of Korea,Bovine Meat,2015,0.92
Democratic People's Republic of Korea,Bovine Meat,2016,0.92
Democratic People's Republic of Korea,Bovine Meat,2017,0.82
Democratic People's Republic of Korea,Bovine Meat,2018,0.81
Democratic People's Republic of Korea,Mutton & Goat Meat,2010,0.63
Democratic People's Republic of Korea,Mutton & Goat Meat,2011,0.63
Democratic People's Republic of Korea,Mutton & Goat Meat,2012,0.64
Democratic People's Republic of Korea,Mutton & Goat Meat,2013,0.64
Democratic People's Republic of Korea,Mutton & Goat Meat,2014,0.64
Democratic People's Republic of Korea,Mutton & Goat Meat,2015,0.63
Democratic People's Republic of Korea,Mutton & Goat Meat,2016,0.62
Democratic People's Republic of Korea,Mutton & Goat Meat,2017,0.58
Democratic People's Republic of Korea,Mutton & Goat Meat,2018,0.57
Democratic People's Republic of Korea,Pigmeat,2010,4.56
Democratic People's Republic of Korea,Pigmeat,2011,4.58
Democratic People's Republic of Korea,Pigmeat,2012,4.63
Democratic People's Republic of Korea,Pigmeat,2013,4.72
Democratic People's Republic of Korea,Pigmeat,2014,4.56
Democratic People's Republic of Korea,Pigmeat,2015,4.67
Democratic People's Republic of Korea,Pigmeat,2016,4.96
Democratic People's Republic of Korea,Pigmeat,2017,5.04
Democratic People's Republic of Korea,Pigmeat,2018,4.99
Georgia,Bovine Meat,2010,8.33
Georgia,Bovine Meat,2011,7.66
Georgia,Bovine Meat,2012,6.67
Georgia,Bovine Meat,2013,6.63
Georgia,Bovine Meat,2014,7.91
Georgia,Bovine Meat,2015,7.56
Georgia,Bovine Meat,2016,6.75
Georgia,Bovine Meat,2017,6.91
Georgia,Bovine Meat,2018,7.6
Georgia,Bovine Meat,2019,7.34
Georgia,Bovine Meat,2020,6.52
Georgia,Bovine Meat,2021,6.29
Georgia,Bovine Meat,2022,7.18
Georgia,Bovine Meat,2023,7.66
Georgia,Mutton & Goat Meat,2010,1.13
Georgia,Mutton & Goat Meat,2011,0.77
Georgia,Mutton & Goat Meat,2012,0.78
Georgia,Mutton & Goat Meat,2013,0.8
Georgia,Mutton & Goat Meat,2014,1.35
Georgia,Mutton & Goat Meat,2015,1.32
Georgia,Mutton & Goat Meat,2016,1.06
Georgia,Mutton & Goat Meat,2017,0.56
Georgia,Mutton & Goat Meat,2018,0.66
Georgia,Mutton & Goat Meat,2019,0.82
Georgia,Mutton & Goat Meat,2020,1.29
Georgia,Mutton & Goat Meat,2021,1.08
Georgia,Mutton & Goat Meat,2022,1.32
Georgia,Mutton & Goat Meat,2023,1.29
Georgia,Pigmeat,2010,7.03
Georgia,Pigmeat,2011,7.34
Georgia,Pigmeat,2012,8.28
Georgia,Pigmeat,2013,9.48
Georgia,Pigmeat,2014,10.38
Georgia,Pigmeat,2015,9.93
Georgia,Pigmeat,2016,9.55
Georgia,Pigmeat,2017,10.15
Georgia,Pigmeat,2018,10.67
Georgia,Pigmeat,2019,10.3
Georgia,Pigmeat,2020,9.71
Georgia,Pigmeat,2021,11.22
Georgia,Pigmeat,2022,12.13
Georgia,Pigmeat,2023,16
India,Bovine Meat,2010,1.42
India,Bovine Meat,2011,1.17
India,Bovine Meat,2012,1.07
India,Bovine Meat,2013,0.84
India,Bovine Meat,2014,0.92
India,Bovine Meat,2015,0.98
India,Bovine Meat,2016,0.92
India,Bovine Meat,2017,0.85
India,Bovine Meat,2018,1.05
India,Bovine Meat,2019,1.04
India,Bovine Meat,2020,2.01
India,Bovine Meat,2021,2.24
India,Bovine Meat,2022,2.31
India,Bovine Meat,2023,2.32
India,Mutton & Goat Meat,2010,0.61
India,Mutton & Goat Meat,2011,0.6
India,Mutton & Goat Meat,2012,0.5
India,Mutton & Goat Meat,2013,0.52
India,Mutton & Goat Meat,2014,0.55
India,Mutton & Goat Meat,2015,0.56
India,Mutton & Goat Meat,2016,0.57
India,Mutton & Goat Meat,2017,0.56
India,Mutton & Goat Meat,2018,0.57
India,Mutton & Goat Meat,2019,0.58
India,Mutton & Goat Meat,2020,0.59
India,Mutton & Goat Meat,2021,0.58
India,Mutton & Goat Meat,2022,1.71
India,Mutton & Goat Meat,2023,1.89
India,Pigmeat,2010,0.3
India,Pigmeat,2011,0.27
India,Pigmeat,2012,0.25
India,Pigmeat,2013,0.26
India,Pigmeat,2014,0.28
India,Pigmeat,2015,0.29
India,Pigmeat,2016,0.29
India,Pigmeat,2017,0.28
India,Pigmeat,2018,0.27
India,Pigmeat,2019,0.26
India,Pigmeat,2020,0.23
India,Pigmeat,2021,0.23
India,Pigmeat,2022,0.26
India,Pigmeat,2023,0.26
Indonesia,Bovine Meat,2010,2.53
Indonesia,Bovine Meat,2011,2.41
Indonesia,Bovine Meat,2012,2.31
Indonesia,Bovine Meat,2013,2.41
Indonesia,Bovine Meat,2014,2.55
Indonesia,Bovine Meat,2015,2.5
Indonesia,Bovine Meat,2016,2.83
Indonesia,Bovine Meat,2017,2.67
Indonesia,Bovine Meat,2018,2.74
Indonesia,Bovine Meat,2019,2.88
Indonesia,Bovine Meat,2020,2.54
Indonesia,Bovine Meat,2021,2.84
Indonesia,Bovine Meat,2022,2.97
Indonesia,Bovine Meat,2023,3.01
Indonesia,Mutton & Goat Meat,2010,0.42
Indonesia,Mutton & Goat Meat,2011,0.42
Indonesia,Mutton & Goat Meat,2012,0.43
Indonesia,Mutton & Goat Meat,2013,0.44
Indonesia,Mutton & Goat Meat,2014,0.46
Indonesia,Mutton & Goat Meat,2015,0.47
Indonesia,Mutton & Goat Meat,2016,0.45
Indonesia,Mutton & Goat Meat,2017,0.46
Indonesia,Mutton & Goat Meat,2018,0.47
Indonesia,Mutton & Goat Meat,2019,0.53
Indonesia,Mutton & Goat Meat,2020,0.43
Indonesia,Mutton & Goat Meat,2021,0.38
Indonesia,Mutton & Goat Meat,2022,0.43
Indonesia,Mutton & Goat Meat,2023,0.41
Indonesia,Pigmeat,2010,0.86
Indonesia,Pigmeat,2011,1.38
Indonesia,Pigmeat,2012,1.39
Indonesia,Pigmeat,2013,1.41
Indonesia,Pigmeat,2014,1.53
Indonesia,Pigmeat,2015,1.52
Indonesia,Pigmeat,2016,1.32
Indonesia,Pigmeat,2017,1.19
Indonesia,Pigmeat,2018,0.8
Indonesia,Pigmeat,2019,0.87
Indonesia,Pigmeat,2020,1.03
Indonesia,Pigmeat,2021,0.91
