Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N,Y2022,Y2022F,Y2022N,Y2023,Y2023F,Y2023N,Y2024,Y2024F,Y2024N,Y2025,Y2025F,Y2025N
2,'004,Afghanistan,6621,Arable land,5110,Area,1000 ha,7650,I,,7700,I,,7750,I,,7800,A,,7800,A,,7835,A,,7844,A,,7844,A,,7860,I,,7870,I,,7900,I,,7910,I,,7910,I,,7910,I,,7910,I,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,A,,7910,I,,7910,I,,7910,I,,7910,I,,7910,I,,7910,A,,7824,I,,7703,I,,7653,A,,7647,I,,7685,I,,7757,I,,7653,A,,7683,A,,7683,A,,7678,A,,7772,A,,7816,A,,7805,A,,7794,A,,7794,A,,7794,A,,7793,A,,7793,A,,7791,A,,7790,A,,7785,A,,7771,A,,7765,A,,7729,A,,7699,A,,7794,I,,7788,I,,7829,I,,7829,A,,7810,A,,7846,A,,,,,,,
2,'004,Afghanistan,6621,Arable land,7208,Share in Agricultural land,%,20.26,E,,20.37,E,,20.48,E,,20.58,E,,20.58,E,,20.64,E,,20.65,E,,20.65,E,,20.69,E,,20.71,E,,20.77,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,A,,20.79,A,,20.79,A,,20.79,A,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.79,E,,20.8,E,,20.8,E,,20.63,E,,20.37,E,,20.27,E,,20.25,E,,20.33,E,,20.48,E,,20.27,E,,20.33,E,,20.33,E,,20.32,E,,20.52,E,,20.61,E,,20.58,E,,20.56,A,,20.56,E,,20.56,E,,20.55,E,,20.55,E,,20.55,E,,20.55,E,,20.54,A,,20.5,A,,20.48,A,,20.39,A,,20.31,A,,20.51,E,,20.49,E,,20.43,E,,20.43,E,,20.38,E,,20.58,A,,,,,,,
2,'004,Afghanistan,6630,Temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502,A,,2111,A,,3761,A,,2934,A,,3385,A,,3529,A,,3531,A,,3224,A,,3469,A,,3481,A,,3081,A,,3454,A,,3491,A,,3485,A,,3355,A,,3419,A,,2872,A,,2300,I,,3338,I,,3834,A,,2907,A,,2913,A,,3119,A,,,,,,,
2,'004,Afghanistan,6633,Temporary meadows and pastures,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,,,,,,
2,'004,Afghanistan,6640,Temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181,I,,5567,A,,4011,A,,4882,A,,4420,A,,4265,A,,4263,A,,4570,A,,4324,A,,4312,A,,4710,A,,4336,A,,4294,A,,4286,A,,4410,A,,4310,I,,4827,I,,5494,A,,4450,A,,3995,A,,4922,A,,4897,A,,4727,A,,,,,,,
2,'004,Afghanistan,6650,Permanent crops,5110,Area,1000 ha,100,I,,100,I,,100,I,,105,I,,110,I,,120,I,,135,A,,136,A,,136,I,,136,I,,136,I,,138,I,,139.2,I,,140.3,I,,140.3,I,,140,I,,140,A,,140,A,,139,A,,139,A,,143,A,,144,A,,144,A,,144,A,,144,A,,144,A,,135,I,,130,I,,130,I,,130,I,,120,I,,120,I,,110,I,,110,I,,110,I,,110,I,,110,I,,111,I,,111,I,,111,I,,112,I,,112,I,,112,I,,112,I,,112,I,,116,A,,120,I,,122,I,,123,I,,124,I,,124,I,,124,I,,125,A,,139,A,,145,A,,181,A,,211,A,,216,A,,222,A,,222,I,,270,A,,271,A,,270,A,,,,,,,
2,'004,Afghanistan,6650,Permanent crops,7208,Share in Agricultural land,%,0.26,E,,0.26,E,,0.26,E,,0.28,E,,0.29,E,,0.32,E,,0.36,E,,0.36,E,,0.36,E,,0.36,E,,0.36,E,,0.36,E,,0.37,E,,0.37,E,,0.37,E,,0.37,E,,0.37,E,,0.37,E,,0.37,A,,0.37,A,,0.38,A,,0.38,A,,0.38,E,,0.38,E,,0.38,E,,0.38,E,,0.35,E,,0.34,E,,0.34,E,,0.34,E,,0.32,E,,0.32,E,,0.29,E,,0.29,E,,0.29,E,,0.29,E,,0.29,E,,0.29,E,,0.29,E,,0.29,E,,0.3,E,,0.3,E,,0.3,E,,0.3,E,,0.3,E,,0.31,A,,0.32,E,,0.32,E,,0.32,E,,0.33,E,,0.33,E,,0.33,E,,0.33,A,,0.37,A,,0.38,A,,0.48,A,,0.56,A,,0.57,E,,0.58,E,,0.58,E,,0.7,E,,0.71,E,,0.71,A,,,,,,,
2,'004,Afghanistan,6655,Permanent meadows and pastures,5110,Area,1000 ha,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,A,,30000,A,,30000,A,,30000,A,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,A,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,I,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30262,A,,30262,A,,30000,A,,30000,A,,,,,,,
2,'004,Afghanistan,6655,Permanent meadows and pastures,7208,Share in Agricultural land,%,79.47,E,,79.37,E,,79.26,E,,79.15,E,,79.13,E,,79.04,E,,78.99,E,,78.99,E,,78.96,E,,78.93,E,,78.87,E,,78.85,E,,78.85,E,,78.84,E,,78.84,E,,78.84,E,,78.84,E,,78.84,E,,78.85,A,,78.85,A,,78.84,A,,78.84,A,,78.84,E,,78.84,E,,78.84,E,,78.84,E,,78.85,E,,78.86,E,,78.86,E,,78.86,E,,78.89,E,,78.89,E,,79.08,E,,79.34,E,,79.44,E,,79.46,E,,79.38,E,,79.22,E,,79.44,E,,79.38,E,,79.38,E,,79.39,E,,79.19,E,,79.1,E,,79.12,E,,79.13,A,,79.13,E,,79.12,E,,79.12,E,,79.12,E,,79.12,E,,79.13,E,,79.13,A,,79.13,A,,79.13,A,,79.13,A,,79.13,A,,78.93,E,,78.93,E,,78.99,E,,78.99,E,,78.3,E,,78.71,A,,,,,,,
2,'004,Afghanistan,6655,Permanent meadows and pastures,7209,Share in Land area,%,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,E,,46,A,,46,A,,46,A,,46.4,A,,46.4,E,,46,E,,46,E,,,,,,,
2,'004,Afghanistan,6659,Perm. meadows & pastures - Nat. growing,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,I,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30000,A,,30262,I,,30262,I,,30262,I,,30000,I,,,,,,,
2,'004,Afghanistan,6646,Forest land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,
2,'004,Afghanistan,6646,Forest land,72151,Carbon stock in living biomass,million t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.79,X,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,X,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,X,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,X,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,X,,62.79,I,,62.79,I,,62.79,I,,62.79,I,,62.79,X,
2,'004,Afghanistan,6646,Forest land,7209,Share in Land area,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,1.85,E,,,,,,,
2,'004,Afghanistan,6717,Naturally regenerating forest,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,I,,1209.44,X,
2,'004,Afghanistan,6717,Naturally regenerating forest,7210,Share in Forest land,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,X,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,X,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,E,,100,X,,100,E,,100,E,,100,E,,100,E,,100,X,,100,E,,100,E,,100,E,,100,E,,100,X,,100,E,,100,E,,100,E,,100,E,,100,X,
2,'004,Afghanistan,6670,Other land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25973.56,I,,25983.56,I,,25983.56,I,,26079.56,I,,26200.56,I,,26250.56,I,,26256.56,I,,26218.56,I,,26145.56,I,,26249.56,I,,26219.56,I,,26218.56,I,,26223.56,I,,26129.56,I,,26085.56,I,,26096.56,I,,26103.56,I,,26099.56,I,,26097.56,I,,26097.56,I,,26096.56,I,,26098.56,I,,26099.56,I,,26103.56,I,,26103.56,I,,26103.56,I,,26103.56,I,,26103.56,I,,26003.56,I,,26003.56,I,,25700.56,I,,25700.56,I,,25700.56,I,,25897.56,I,,,,,,,
2,'004,Afghanistan,6680,Inland waters,5110,Area,1000 ha,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,63,I,,64,I,,,,,,,
